sample_name,input_id,input_value,input_type,md5
arabidopsis_thaliana-ensembl-tair10-fasta,fasta,s3://ngi-igenomes/igenomes/Arabidopsis_thaliana/Ensembl/TAIR10/Sequence/Wholegenome.fasta/genome.fa,files
arabidopsis_thaliana-ensembl-tair10-gtf,gtf,s3://ngi-igenomes/igenomes/Arabidopsis_thaliana/Ensembl/TAIR10/Annotation/Genes/genes.gtf,files
arabidopsis_thaliana-ensembl-tair9-fasta,fasta,s3://ngi-igenomes/igenomes/Arabidopsis_thaliana/Ensembl/TAIR9/Sequence/Wholegenome.fasta/genome.fa,files
arabidopsis_thaliana-ensembl-tair9-gtf,gtf,s3://ngi-igenomes/igenomes/Arabidopsis_thaliana/Ensembl/TAIR9/Annotation/Genes/genes.gtf,files
arabidopsis_thaliana-ncbi-tair10-fasta,fasta,s3://ngi-igenomes/igenomes/Arabidopsis_thaliana/NCBI/TAIR10/Sequence/Wholegenome.fasta/genome.fa,files
arabidopsis_thaliana-ncbi-tair10-gtf,gtf,s3://ngi-igenomes/igenomes/Arabidopsis_thaliana/NCBI/TAIR10/Annotation/Genes/genes.gtf,files
arabidopsis_thaliana-ncbi-build91-fasta,fasta,s3://ngi-igenomes/igenomes/Arabidopsis_thaliana/NCBI/build91/Sequence/Wholegenome.fasta/genome.fa,files
arabidopsis_thaliana-ncbi-build91-gtf,gtf,s3://ngi-igenomes/igenomes/Arabidopsis_thaliana/NCBI/build91/Annotation/Genes/genes.gtf,files
bacillus_cereus_atcc_10987-ncbi-2004-02-13-fasta,fasta,s3://ngi-igenomes/igenomes/Bacillus_cereus_ATCC_10987/NCBI/2004-02-13/Sequence/Wholegenome.fasta/genome.fa,files
bacillus_cereus_atcc_10987-ncbi-2004-02-13-gtf,gtf,s3://ngi-igenomes/igenomes/Bacillus_cereus_ATCC_10987/NCBI/2004-02-13/Annotation/Genes/genes.gtf,files
bacillus_subtilis_168-ensembl-eb2-fasta,fasta,s3://ngi-igenomes/igenomes/Bacillus_subtilis_168/Ensembl/EB2/Sequence/Wholegenome.fasta/genome.fa,files
bacillus_subtilis_168-ensembl-eb2-gtf,gtf,s3://ngi-igenomes/igenomes/Bacillus_subtilis_168/Ensembl/EB2/Annotation/Genes/genes.gtf,files
bos_taurus-ensembl-btau_40-fasta,fasta,s3://ngi-igenomes/igenomes/Bos_taurus/Ensembl/Btau_40/Sequence/Wholegenome.fasta/genome.fa,files
bos_taurus-ensembl-btau_40-gtf,gtf,s3://ngi-igenomes/igenomes/Bos_taurus/Ensembl/Btau_40/Annotation/Genes/genes.gtf,files
bos_taurus-ensembl-umd31-fasta,fasta,s3://ngi-igenomes/igenomes/Bos_taurus/Ensembl/UMD31/Sequence/Wholegenome.fasta/genome.fa,files
bos_taurus-ensembl-umd31-gtf,gtf,s3://ngi-igenomes/igenomes/Bos_taurus/Ensembl/UMD31/Annotation/Genes/genes.gtf,files
bos_taurus-ncbi-btau_42-fasta,fasta,s3://ngi-igenomes/igenomes/Bos_taurus/NCBI/Btau_42/Sequence/Wholegenome.fasta/genome.fa,files
bos_taurus-ncbi-btau_42-gtf,gtf,s3://ngi-igenomes/igenomes/Bos_taurus/NCBI/Btau_42/Annotation/Genes/genes.gtf,files
bos_taurus-ncbi-btau_461-fasta,fasta,s3://ngi-igenomes/igenomes/Bos_taurus/NCBI/Btau_461/Sequence/Wholegenome.fasta/genome.fa,files
bos_taurus-ncbi-btau_461-gtf,gtf,s3://ngi-igenomes/igenomes/Bos_taurus/NCBI/Btau_461/Annotation/Genes/genes.gtf,files
bos_taurus-ncbi-umd_311-fasta,fasta,s3://ngi-igenomes/igenomes/Bos_taurus/NCBI/UMD_311/Sequence/Wholegenome.fasta/genome.fa,files
bos_taurus-ncbi-umd_311-gtf,gtf,s3://ngi-igenomes/igenomes/Bos_taurus/NCBI/UMD_311/Annotation/Genes/genes.gtf,files
bos_taurus-ncbi-umd_31-fasta,fasta,s3://ngi-igenomes/igenomes/Bos_taurus/NCBI/UMD_31/Sequence/Wholegenome.fasta/genome.fa,files
bos_taurus-ncbi-umd_31-gtf,gtf,s3://ngi-igenomes/igenomes/Bos_taurus/NCBI/UMD_31/Annotation/Genes/genes.gtf,files
bos_taurus-ucsc-bostau4-fasta,fasta,s3://ngi-igenomes/igenomes/Bos_taurus/UCSC/bosTau4/Sequence/Wholegenome.fasta/genome.fa,files
bos_taurus-ucsc-bostau4-gtf,gtf,s3://ngi-igenomes/igenomes/Bos_taurus/UCSC/bosTau4/Annotation/Genes/genes.gtf,files
bos_taurus-ucsc-bostau6-fasta,fasta,s3://ngi-igenomes/igenomes/Bos_taurus/UCSC/bosTau6/Sequence/Wholegenome.fasta/genome.fa,files
bos_taurus-ucsc-bostau6-gtf,gtf,s3://ngi-igenomes/igenomes/Bos_taurus/UCSC/bosTau6/Annotation/Genes/genes.gtf,files
bos_taurus-ucsc-bostau7-fasta,fasta,s3://ngi-igenomes/igenomes/Bos_taurus/UCSC/bosTau7/Sequence/Wholegenome.fasta/genome.fa,files
bos_taurus-ucsc-bostau7-gtf,gtf,s3://ngi-igenomes/igenomes/Bos_taurus/UCSC/bosTau7/Annotation/Genes/genes.gtf,files
bos_taurus-ucsc-bostau8-fasta,fasta,s3://ngi-igenomes/igenomes/Bos_taurus/UCSC/bosTau8/Sequence/Wholegenome.fasta/genome.fa,files
bos_taurus-ucsc-bostau8-gtf,gtf,s3://ngi-igenomes/igenomes/Bos_taurus/UCSC/bosTau8/Annotation/Genes/genes.gtf,files
caenorhabditis_elegans-ensembl-wbcel215-fasta,fasta,s3://ngi-igenomes/igenomes/Caenorhabditis_elegans/Ensembl/WBcel215/Sequence/Wholegenome.fasta/genome.fa,files
caenorhabditis_elegans-ensembl-wbcel215-gtf,gtf,s3://ngi-igenomes/igenomes/Caenorhabditis_elegans/Ensembl/WBcel215/Annotation/Genes/genes.gtf,files
caenorhabditis_elegans-ensembl-wbcel235-fasta,fasta,s3://ngi-igenomes/igenomes/Caenorhabditis_elegans/Ensembl/WBcel235/Sequence/Wholegenome.fasta/genome.fa,files
caenorhabditis_elegans-ensembl-wbcel235-gtf,gtf,s3://ngi-igenomes/igenomes/Caenorhabditis_elegans/Ensembl/WBcel235/Annotation/Genes/genes.gtf,files
caenorhabditis_elegans-ensembl-ws210-fasta,fasta,s3://ngi-igenomes/igenomes/Caenorhabditis_elegans/Ensembl/WS210/Sequence/Wholegenome.fasta/genome.fa,files
caenorhabditis_elegans-ensembl-ws210-gtf,gtf,s3://ngi-igenomes/igenomes/Caenorhabditis_elegans/Ensembl/WS210/Annotation/Genes/genes.gtf,files
caenorhabditis_elegans-ensembl-ws220-fasta,fasta,s3://ngi-igenomes/igenomes/Caenorhabditis_elegans/Ensembl/WS220/Sequence/Wholegenome.fasta/genome.fa,files
caenorhabditis_elegans-ensembl-ws220-gtf,gtf,s3://ngi-igenomes/igenomes/Caenorhabditis_elegans/Ensembl/WS220/Annotation/Genes/genes.gtf,files
